year,company,provider,e_score,s_score,g_score
2000,Air Liquide,Refinitiv,0.21,0.2,0.29
2001,Air Liquide,Refinitiv,0.24,0.21,0.14
2002,Air Liquide,Refinitiv,0.32,0.3,0.21
2003,Air Liquide,Refinitiv,0.16,0.34,0.31
2004,Air Liquide,Refinitiv,0.23,0.25,0.29
2005,Air Liquide,Refinitiv,0.2,0.19,0.19
2006,Air Liquide,Refinitiv,0.26,0.32,0.18
2007,Air Liquide,Refinitiv,0.21,0.14,0.19
2008,Air Liquide,Refinitiv,0.31,0.28,0.22
2009,Air Liquide,Refinitiv,0.31,0.33,0.29
2010,Air Liquide,Refinitiv,0.34,0.25,0.21
2011,Air Liquide,Refinitiv,0.32,0.18,0.19
2012,Air Liquide,Refinitiv,0.17,0.24,0.17
2013,Air Liquide,Refinitiv,0.14,0.32,0.14
2014,Air Liquide,Refinitiv,0.27,0.25,0.21
2015,Air Liquide,Refinitiv,0.25,0.2,0.15
2016,Air Liquide,Refinitiv,0.22,0.23,0.21
2017,Air Liquide,Refinitiv,0.27,0.33,0.2
2018,Air Liquide,Refinitiv,0.31,0.27,0.17
2019,Air Liquide,Refinitiv,0.33,0.25,0.3
2020,Air Liquide,Refinitiv,0.27,0.18,0.24
2000,Air Liquide,CDP,0.25,0.18,0.09
2001,Air Liquide,CDP,0.14,0.25,0.14
2002,Air Liquide,CDP,0.27,0.2,0.27
2003,Air Liquide,CDP,0.27,0.17,0.26
2004,Air Liquide,CDP,0.22,0.25,0.13
2005,Air Liquide,CDP,0.23,0.23,0.25
2006,Air Liquide,CDP,0.13,0.23,0.26
2007,Air Liquide,CDP,0.2,0.19,0.15
2008,Air Liquide,CDP,0.25,0.23,0.22
2009,Air Liquide,CDP,0.11,0.16,0.18
2010,Air Liquide,CDP,0.23,0.23,0.08
2011,Air Liquide,CDP,0.27,0.19,0.25
2012,Air Liquide,CDP,0.23,0.13,0.1
2013,Air Liquide,CDP,0.15,0.24,0.13
2014,Air Liquide,CDP,0.24,0.1,0.1
2015,Air Liquide,CDP,0.17,0.27,0.11
2016,Air Liquide,CDP,0.27,0.25,0.16
2017,Air Liquide,CDP,0.21,0.13,0.14
2018,Air Liquide,CDP,0.15,0.23,0.11
2019,Air Liquide,CDP,0.26,0.12,0.08
2020,Air Liquide,CDP,0.2,0.24,0.1
2000,Air Liquide,Arabesque,0.31,0.4,0.35
2001,Air Liquide,Arabesque,0.3,0.3,0.34
2002,Air Liquide,Arabesque,0.42,0.31,0.34
2003,Air Liquide,Arabesque,0.4,0.26,0.33
2004,Air Liquide,Arabesque,0.34,0.37,0.37
2005,Air Liquide,Arabesque,0.31,0.29,0.34
2006,Air Liquide,Arabesque,0.44,0.39,0.34
2007,Air Liquide,Arabesque,0.3,0.37,0.4
2008,Air Liquide,Arabesque,0.27,0.3,0.31
2009,Air Liquide,Arabesque,0.37,0.25,0.34
2010,Air Liquide,Arabesque,0.3,0.4,0.33
2011,Air Liquide,Arabesque,0.3,0.35,0.28
2012,Air Liquide,Arabesque,0.44,0.4,0.33
2013,Air Liquide,Arabesque,0.37,0.34,0.4
2014,Air Liquide,Arabesque,0.25,0.37,0.28
2015,Air Liquide,Arabesque,0.43,0.42,0.28
2016,Air Liquide,Arabesque,0.44,0.29,0.37
2017,Air Liquide,Arabesque,0.34,0.29,0.25
2018,Air Liquide,Arabesque,0.29,0.43,0.32
2019,Air Liquide,Arabesque,0.31,0.35,0.37
2020,Air Liquide,Arabesque,0.25,0.28,0.35
2000,DSM,Provider,0.67,0.67,0.74
2001,DSM,Provider,0.78,0.64,0.71
2002,DSM,Provider,0.75,0.69,0.77
2003,DSM,Provider,0.61,0.75,0.72
2004,DSM,Provider,0.66,0.78,0.6
2005,DSM,Provider,0.75,0.65,0.75
2006,DSM,Provider,0.68,0.75,0.79
2007,DSM,Provider,0.65,0.62,0.73
2008,DSM,Provider,0.71,0.72,0.62
2009,DSM,Provider,0.64,0.79,0.59
2010,DSM,Provider,0.78,0.78,0.69
2011,DSM,Provider,0.75,0.61,0.6
2012,DSM,Provider,0.6,0.79,0.59
2013,DSM,Provider,0.61,0.76,0.79
2014,DSM,Provider,0.77,0.64,0.65
2015,DSM,Provider,0.77,0.79,0.66
2016,DSM,Provider,0.71,0.71,0.76
2017,DSM,Provider,0.74,0.64,0.64
2018,DSM,Provider,0.64,0.7,0.66
2019,DSM,Provider,0.78,0.67,0.75
2020,DSM,Provider,0.64,0.68,0.78
2000,DSM,MSCI,0.67,0.71,0.57
2001,DSM,MSCI,0.59,0.7,0.69
2002,DSM,MSCI,0.55,0.72,0.71
2003,DSM,MSCI,0.55,0.67,0.62
2004,DSM,MSCI,0.64,0.69,0.66
2005,DSM,MSCI,0.6,0.64,0.63
2006,DSM,MSCI,0.62,0.66,0.57
2007,DSM,MSCI,0.59,0.62,0.63
2008,DSM,MSCI,0.65,0.6,0.67
2009,DSM,MSCI,0.54,0.73,0.58
2010,DSM,MSCI,0.74,0.59,0.55
2011,DSM,MSCI,0.54,0.64,0.57
2012,DSM,MSCI,0.67,0.55,0.72
2013,DSM,MSCI,0.55,0.63,0.74
2014,DSM,MSCI,0.62,0.6,0.7
2015,DSM,MSCI,0.62,0.68,0.62
2016,DSM,MSCI,0.71,0.62,0.57
2017,DSM,MSCI,0.61,0.55,0.67
2018,DSM,MSCI,0.71,0.69,0.6
2019,DSM,MSCI,0.58,0.71,0.62
2020,DSM,MSCI,0.64,0.72,0.65
2000,DSM,Sustainalytics,0.67,0.65,0.54
2001,DSM,Sustainalytics,0.72,0.62,0.54
2002,DSM,Sustainalytics,0.6,0.72,0.73
2003,DSM,Sustainalytics,0.69,0.72,0.62
2004,DSM,Sustainalytics,0.59,0.68,0.56
2005,DSM,Sustainalytics,0.69,0.65,0.57
2006,DSM,Sustainalytics,0.67,0.61,0.71
2007,DSM,Sustainalytics,0.74,0.59,0.56
2008,DSM,Sustainalytics,0.7,0.55,0.64
2009,DSM,Sustainalytics,0.7,0.59,0.59
2010,DSM,Sustainalytics,0.67,0.7,0.58
2011,DSM,Sustainalytics,0.67,0.69,0.61
2012,DSM,Sustainalytics,0.63,0.66,0.55
2013,DSM,Sustainalytics,0.72,0.57,0.58
2014,DSM,Sustainalytics,0.6,0.67,0.6
2015,DSM,Sustainalytics,0.54,0.69,0.59
2016,DSM,Sustainalytics,0.63,0.73,0.55
2017,DSM,Sustainalytics,0.6,0.71,0.7
2018,DSM,Sustainalytics,0.66,0.55,0.6
2019,DSM,Sustainalytics,0.6,0.62,0.68
2020,DSM,Sustainalytics,0.7,0.65,0.72
2000,DSM,Bloomberg,0.6,0.67,0.56
2001,DSM,Bloomberg,0.68,0.65,0.53
2002,DSM,Bloomberg,0.6,0.53,0.52
2003,DSM,Bloomberg,0.64,0.66,0.6
2004,DSM,Bloomberg,0.72,0.54,0.61
2005,DSM,Bloomberg,0.57,0.72,0.71
2006,DSM,Bloomberg,0.69,0.56,0.72
2007,DSM,Bloomberg,0.72,0.56,0.72
2008,DSM,Bloomberg,0.52,0.72,0.57
2009,DSM,Bloomberg,0.67,0.62,0.62
2010,DSM,Bloomberg,0.69,0.6,0.61
2011,DSM,Bloomberg,0.58,0.52,0.59
2012,DSM,Bloomberg,0.6,0.63,0.63
2013,DSM,Bloomberg,0.7,0.68,0.58
2014,DSM,Bloomberg,0.7,0.58,0.7
2015,DSM,Bloomberg,0.69,0.63,0.54
2016,DSM,Bloomberg,0.61,0.65,0.64
2017,DSM,Bloomberg,0.6,0.54,0.71
2018,DSM,Bloomberg,0.57,0.59,0.57
2019,DSM,Bloomberg,0.71,0.52,0.68
2020,DSM,Bloomberg,0.57,0.57,0.72
2000,DSM,ISS ESG,0.53,0.5,0.65
2001,DSM,ISS ESG,0.65,0.57,0.52
2002,DSM,ISS ESG,0.49,0.65,0.49
2003,DSM,ISS ESG,0.54,0.65,0.59
2004,DSM,ISS ESG,0.53,0.62,0.49
2005,DSM,ISS ESG,0.66,0.48,0.67
2006,DSM,ISS ESG,0.66,0.66,0.67
2007,DSM,ISS ESG,0.53,0.59,0.61
2008,DSM,ISS ESG,0.5,0.61,0.51
2009,DSM,ISS ESG,0.52,0.67,0.49
2010,DSM,ISS ESG,0.67,0.66,0.63
2011,DSM,ISS ESG,0.62,0.57,0.63
2012,DSM,ISS ESG,0.6,0.6,0.54
2013,DSM,ISS ESG,0.48,0.61,0.47
2014,DSM,ISS ESG,0.5,0.54,0.47
2015,DSM,ISS ESG,0.55,0.49,0.58
2016,DSM,ISS ESG,0.56,0.52,0.65
2017,DSM,ISS ESG,0.67,0.49,0.48
2018,DSM,ISS ESG,0.64,0.63,0.48
2019,DSM,ISS ESG,0.47,0.59,0.53
2020,DSM,ISS ESG,0.62,0.63,0.63
2000,DSM,V.E,0.49,0.51,0.55
2001,DSM,V.E,0.49,0.63,0.51
2002,DSM,V.E,0.67,0.52,0.54
2003,DSM,V.E,0.62,0.54,0.51
2004,DSM,V.E,0.49,0.58,0.54
2005,DSM,V.E,0.56,0.49,0.62
2006,DSM,V.E,0.53,0.51,0.6
2007,DSM,V.E,0.62,0.56,0.61
2008,DSM,V.E,0.52,0.48,0.48
2009,DSM,V.E,0.53,0.6,0.68
2010,DSM,V.E,0.63,0.6,0.58
2011,DSM,V.E,0.48,0.65,0.57
2012,DSM,V.E,0.68,0.68,0.67
2013,DSM,V.E,0.64,0.51,0.5
2014,DSM,V.E,0.68,0.66,0.58
2015,DSM,V.E,0.48,0.56,0.59
2016,DSM,V.E,0.49,0.55,0.65
2017,DSM,V.E,0.51,0.53,0.52
2018,DSM,V.E,0.55,0.59,0.66
2019,DSM,V.E,0.64,0.57,0.51
2020,DSM,V.E,0.53,0.61,0.5
2000,DSM,Refinitiv,0.67,0.71,0.8
2001,DSM,Refinitiv,0.72,0.67,0.71
2002,DSM,Refinitiv,0.78,0.68,0.77
2003,DSM,Refinitiv,0.84,0.82,0.77
2004,DSM,Refinitiv,0.76,0.8,0.72
2005,DSM,Refinitiv,0.75,0.8,0.82
2006,DSM,Refinitiv,0.75,0.68,0.82
2007,DSM,Refinitiv,0.8,0.67,0.67
2008,DSM,Refinitiv,0.79,0.78,0.72
2009,DSM,Refinitiv,0.83,0.85,0.81
2010,DSM,Refinitiv,0.74,0.72,0.71
2011,DSM,Refinitiv,0.72,0.82,0.77
2012,DSM,Refinitiv,0.68,0.7,0.78
2013,DSM,Refinitiv,0.78,0.65,0.68
2014,DSM,Refinitiv,0.8,0.77,0.76
2015,DSM,Refinitiv,0.69,0.71,0.76
2016,DSM,Refinitiv,0.82,0.75,0.73
2017,DSM,Refinitiv,0.82,0.79,0.85
2018,DSM,Refinitiv,0.68,0.72,0.82
2019,DSM,Refinitiv,0.76,0.67,0.7
2020,DSM,Refinitiv,0.79,0.72,0.69
2000,DSM,CDP,0.65,0.68,0.71
2001,DSM,CDP,0.67,0.72,0.8
2002,DSM,CDP,0.8,0.69,0.63
2003,DSM,CDP,0.67,0.68,0.8
2004,DSM,CDP,0.63,0.71,0.81
2005,DSM,CDP,0.62,0.77,0.69
2006,DSM,CDP,0.76,0.63,0.79
2007,DSM,CDP,0.7,0.77,0.65
2008,DSM,CDP,0.64,0.78,0.81
2009,DSM,CDP,0.79,0.73,0.7
2010,DSM,CDP,0.68,0.69,0.73
2011,DSM,CDP,0.64,0.69,0.73
2012,DSM,CDP,0.62,0.7,0.75
2013,DSM,CDP,0.63,0.75,0.74
2014,DSM,CDP,0.8,0.78,0.65
2015,DSM,CDP,0.82,0.67,0.7
2016,DSM,CDP,0.8,0.72,0.76
2017,DSM,CDP,0.64,0.73,0.79
2018,DSM,CDP,0.73,0.71,0.73
2019,DSM,CDP,0.75,0.69,0.63
2020,DSM,CDP,0.65,0.72,0.79
2000,DSM,Arabesque,0.74,0.73,0.79
2001,DSM,Arabesque,0.76,0.76,0.66
2002,DSM,Arabesque,0.78,0.66,0.76
2003,DSM,Arabesque,0.65,0.8,0.77
2004,DSM,Arabesque,0.66,0.81,0.71
2005,DSM,Arabesque,0.79,0.68,0.76
2006,DSM,Arabesque,0.65,0.79,0.73
2007,DSM,Arabesque,0.72,0.64,0.8
2008,DSM,Arabesque,0.66,0.65,0.69
2009,DSM,Arabesque,0.67,0.79,0.68
2010,DSM,Arabesque,0.72,0.74,0.65
2011,DSM,Arabesque,0.68,0.69,0.68
2012,DSM,Arabesque,0.75,0.75,0.77
2013,DSM,Arabesque,0.75,0.82,0.76
2014,DSM,Arabesque,0.73,0.72,0.65
2015,DSM,Arabesque,0.81,0.71,0.7
2016,DSM,Arabesque,0.75,0.71,0.8
2017,DSM,Arabesque,0.72,0.76,0.74
2018,DSM,Arabesque,0.68,0.84,0.73
2019,DSM,Arabesque,0.71,0.76,0.81
2020,DSM,Arabesque,0.76,0.79,0.8
2000,Brenntag,Provider,0.74,0.7,0.67
2001,Brenntag,Provider,0.68,0.85,0.77
2002,Brenntag,Provider,0.79,0.77,0.81
2003,Brenntag,Provider,0.82,0.78,0.83
2004,Brenntag,Provider,0.74,0.74,0.71
2005,Brenntag,Provider,0.71,0.69,0.72
2006,Brenntag,Provider,0.76,0.84,0.85
2007,Brenntag,Provider,0.82,0.83,0.86
2008,Brenntag,Provider,0.76,0.69,0.73
2009,Brenntag,Provider,0.81,0.83,0.84
2010,Brenntag,Provider,0.7,0.78,0.7
2011,Brenntag,Provider,0.67,0.72,0.67
2012,Brenntag,Provider,0.72,0.72,0.77
2013,Brenntag,Provider,0.77,0.68,0.81
2014,Brenntag,Provider,0.76,0.67,0.79
2015,Brenntag,Provider,0.77,0.75,0.86
2016,Brenntag,Provider,0.72,0.73,0.69
2017,Brenntag,Provider,0.72,0.86,0.76
2018,Brenntag,Provider,0.76,0.66,0.86
2019,Brenntag,Provider,0.86,0.85,0.83
2020,Brenntag,Provider,0.85,0.77,0.86
2000,Brenntag,MSCI,0.64,0.71,0.69
2001,Brenntag,MSCI,0.74,0.73,0.79
2002,Brenntag,MSCI,0.8,0.64,0.71
2003,Brenntag,MSCI,0.77,0.62,0.65
2004,Brenntag,MSCI,0.7,0.76,0.71
2005,Brenntag,MSCI,0.68,0.69,0.7
2006,Brenntag,MSCI,0.66,0.67,0.8
2007,Brenntag,MSCI,0.61,0.66,0.67
2008,Brenntag,MSCI,0.65,0.74,0.75
2009,Brenntag,MSCI,0.65,0.61,0.79
2010,Brenntag,MSCI,0.68,0.74,0.67
2011,Brenntag,MSCI,0.73,0.64,0.7
2012,Brenntag,MSCI,0.69,0.68,0.66
2013,Brenntag,MSCI,0.64,0.71,0.81
2014,Brenntag,MSCI,0.66,0.81,0.8
2015,Brenntag,MSCI,0.61,0.74,0.65
2016,Brenntag,MSCI,0.78,0.64,0.71
2017,Brenntag,MSCI,0.74,0.71,0.61
2018,Brenntag,MSCI,0.71,0.61,0.77
2019,Brenntag,MSCI,0.78,0.79,0.77
2020,Brenntag,MSCI,0.61,0.68,0.66
2000,Brenntag,Sustainalytics,0.51,0.64,0.56
2001,Brenntag,Sustainalytics,0.58,0.63,0.5
2002,Brenntag,Sustainalytics,0.57,0.55,0.59
2003,Brenntag,Sustainalytics,0.56,0.62,0.51
2004,Brenntag,Sustainalytics,0.56,0.57,0.63
2005,Brenntag,Sustainalytics,0.56,0.48,0.59
2006,Brenntag,Sustainalytics,0.54,0.51,0.54
2007,Brenntag,Sustainalytics,0.49,0.66,0.61
2008,Brenntag,Sustainalytics,0.61,0.67,0.56
2009,Brenntag,Sustainalytics,0.62,0.48,0.5
2010,Brenntag,Sustainalytics,0.67,0.55,0.53
2011,Brenntag,Sustainalytics,0.68,0.68,0.68
2012,Brenntag,Sustainalytics,0.48,0.68,0.6
2013,Brenntag,Sustainalytics,0.67,0.59,0.54
2014,Brenntag,Sustainalytics,0.57,0.48,0.57
2015,Brenntag,Sustainalytics,0.48,0.55,0.53
2016,Brenntag,Sustainalytics,0.59,0.67,0.57
2017,Brenntag,Sustainalytics,0.66,0.51,0.61
2018,Brenntag,Sustainalytics,0.54,0.65,0.55
2019,Brenntag,Sustainalytics,0.5,0.62,0.65
2020,Brenntag,Sustainalytics,0.61,0.5,0.52
2000,Brenntag,Bloomberg,0.52,0.69,0.61
2001,Brenntag,Bloomberg,0.68,0.55,0.66
2002,Brenntag,Bloomberg,0.52,0.55,0.55
2003,Brenntag,Bloomberg,0.62,0.61,0.62
2004,Brenntag,Bloomberg,0.59,0.67,0.62
2005,Brenntag,Bloomberg,0.52,0.53,0.53
2006,Brenntag,Bloomberg,0.61,0.71,0.53
2007,Brenntag,Bloomberg,0.56,0.68,0.71
2008,Brenntag,Bloomberg,0.7,0.53,0.68
2009,Brenntag,Bloomberg,0.59,0.55,0.51
2010,Brenntag,Bloomberg,0.54,0.58,0.52
2011,Brenntag,Bloomberg,0.58,0.51,0.66
2012,Brenntag,Bloomberg,0.56,0.52,0.58
2013,Brenntag,Bloomberg,0.52,0.55,0.53
2014,Brenntag,Bloomberg,0.71,0.51,0.53
2015,Brenntag,Bloomberg,0.57,0.57,0.7
2016,Brenntag,Bloomberg,0.57,0.52,0.56
2017,Brenntag,Bloomberg,0.58,0.65,0.59
2018,Brenntag,Bloomberg,0.62,0.6,0.58
2019,Brenntag,Bloomberg,0.66,0.56,0.66
2020,Brenntag,Bloomberg,0.57,0.67,0.61
2000,Brenntag,ISS ESG,0.83,0.74,0.67
2001,Brenntag,ISS ESG,0.78,0.65,0.72
2002,Brenntag,ISS ESG,0.78,0.72,0.82
2003,Brenntag,ISS ESG,0.65,0.73,0.75
2004,Brenntag,ISS ESG,0.71,0.73,0.66
2005,Brenntag,ISS ESG,0.84,0.69,0.69
2006,Brenntag,ISS ESG,0.69,0.84,0.65
2007,Brenntag,ISS ESG,0.69,0.69,0.8
2008,Brenntag,ISS ESG,0.76,0.75,0.71
2009,Brenntag,ISS ESG,0.8,0.72,0.65
2010,Brenntag,ISS ESG,0.73,0.81,0.66
2011,Brenntag,ISS ESG,0.81,0.71,0.68
2012,Brenntag,ISS ESG,0.83,0.66,0.84
2013,Brenntag,ISS ESG,0.7,0.77,0.81
2014,Brenntag,ISS ESG,0.79,0.69,0.83
2015,Brenntag,ISS ESG,0.72,0.7,0.7
2016,Brenntag,ISS ESG,0.8,0.68,0.82
2017,Brenntag,ISS ESG,0.71,0.8,0.79
2018,Brenntag,ISS ESG,0.65,0.83,0.79
2019,Brenntag,ISS ESG,0.78,0.8,0.84
2020,Brenntag,ISS ESG,0.72,0.68,0.74
2000,Brenntag,V.E,0.72,0.67,0.79
2001,Brenntag,V.E,0.8,0.74,0.7
2002,Brenntag,V.E,0.73,0.7,0.6
2003,Brenntag,V.E,0.64,0.6,0.75
2004,Brenntag,V.E,0.72,0.68,0.61
2005,Brenntag,V.E,0.6,0.79,0.79
2006,Brenntag,V.E,0.62,0.61,0.68
2007,Brenntag,V.E,0.8,0.73,0.69
2008,Brenntag,V.E,0.74,0.72,0.63
2009,Brenntag,V.E,0.61,0.7,0.6
2010,Brenntag,V.E,0.65,0.71,0.71
2011,Brenntag,V.E,0.8,0.79,0.77
2012,Brenntag,V.E,0.8,0.77,0.69
2013,Brenntag,V.E,0.72,0.75,0.69
2014,Brenntag,V.E,0.78,0.79,0.66
2015,Brenntag,V.E,0.73,0.6,0.76
2016,Brenntag,V.E,0.79,0.7,0.74
2017,Brenntag,V.E,0.76,0.62,0.62
2018,Brenntag,V.E,0.64,0.64,0.69
2019,Brenntag,V.E,0.73,0.76,0.6
2020,Brenntag,V.E,0.71,0.79,0.68
2000,Brenntag,Refinitiv,0.75,0.66,0.66
2001,Brenntag,Refinitiv,0.7,0.69,0.66
2002,Brenntag,Refinitiv,0.59,0.69,0.75
2003,Brenntag,Refinitiv,0.58,0.68,0.64
2004,Brenntag,Refinitiv,0.71,0.56,0.56
2005,Brenntag,Refinitiv,0.57,0.72,0.61
2006,Brenntag,Refinitiv,0.57,0.68,0.61
2007,Brenntag,Refinitiv,0.56,0.6,0.55
2008,Brenntag,Refinitiv,0.74,0.75,0.73
2009,Brenntag,Refinitiv,0.56,0.62,0.74
2010,Brenntag,Refinitiv,0.64,0.71,0.69
2011,Brenntag,Refinitiv,0.68,0.73,0.69
2012,Brenntag,Refinitiv,0.55,0.7,0.68
2013,Brenntag,Refinitiv,0.75,0.68,0.65
2014,Brenntag,Refinitiv,0.75,0.72,0.58
2015,Brenntag,Refinitiv,0.73,0.72,0.66
2016,Brenntag,Refinitiv,0.67,0.72,0.7
2017,Brenntag,Refinitiv,0.74,0.55,0.71
2018,Brenntag,Refinitiv,0.65,0.65,0.57
2019,Brenntag,Refinitiv,0.71,0.57,0.7
2020,Brenntag,Refinitiv,0.62,0.7,0.65
2000,Brenntag,CDP,0.65,0.7,0.52
2001,Brenntag,CDP,0.55,0.63,0.53
2002,Brenntag,CDP,0.69,0.59,0.62
2003,Brenntag,CDP,0.6,0.62,0.7
2004,Brenntag,CDP,0.5,0.56,0.52
2005,Brenntag,CDP,0.54,0.5,0.63
2006,Brenntag,CDP,0.6,0.55,0.56
2007,Brenntag,CDP,0.7,0.58,0.68
2008,Brenntag,CDP,0.63,0.5,0.64
2009,Brenntag,CDP,0.7,0.66,0.68
2010,Brenntag,CDP,0.55,0.53,0.62
2011,Brenntag,CDP,0.68,0.58,0.63
2012,Brenntag,CDP,0.53,0.54,0.69
2013,Brenntag,CDP,0.59,0.58,0.69
2014,Brenntag,CDP,0.55,0.61,0.67
2015,Brenntag,CDP,0.58,0.68,0.54
2016,Brenntag,CDP,0.56,0.53,0.6
2017,Brenntag,CDP,0.59,0.64,0.59
2018,Brenntag,CDP,0.56,0.58,0.66
2019,Brenntag,CDP,0.7,0.68,0.56
2020,Brenntag,CDP,0.51,0.6,0.55
2000,Brenntag,Arabesque,0.68,0.57,0.61
2001,Brenntag,Arabesque,0.63,0.69,0.62
2002,Brenntag,Arabesque,0.69,0.62,0.75
2003,Brenntag,Arabesque,0.61,0.72,0.76
2004,Brenntag,Arabesque,0.65,0.7,0.64
2005,Brenntag,Arabesque,0.71,0.68,0.7
2006,Brenntag,Arabesque,0.72,0.56,0.76
2007,Brenntag,Arabesque,0.68,0.69,0.75
2008,Brenntag,Arabesque,0.74,0.6,0.59
2009,Brenntag,Arabesque,0.58,0.72,0.71
2010,Brenntag,Arabesque,0.71,0.76,0.57
2011,Brenntag,Arabesque,0.7,0.74,0.61
2012,Brenntag,Arabesque,0.62,0.72,0.68
2013,Brenntag,Arabesque,0.71,0.75,0.62
2014,Brenntag,Arabesque,0.56,0.71,0.57
2015,Brenntag,Arabesque,0.64,0.72,0.72
2016,Brenntag,Arabesque,0.58,0.62,0.63
2017,Brenntag,Arabesque,0.64,0.67,0.68
2018,Brenntag,Arabesque,0.65,0.58,0.69
2019,Brenntag,Arabesque,0.66,0.72,0.76
2020,Brenntag,Arabesque,0.56,0.64,0.56
2000,Hexpol,Provider,0.58,0.77,0.63
2001,Hexpol,Provider,0.62,0.63,0.59
2002,Hexpol,Provider,0.68,0.65,0.59
2003,Hexpol,Provider,0.77,0.62,0.73
2004,Hexpol,Provider,0.66,0.67,0.74
2005,Hexpol,Provider,0.59,0.7,0.63
2006,Hexpol,Provider,0.58,0.6,0.69
2007,Hexpol,Provider,0.68,0.73,0.75
2008,Hexpol,Provider,0.6,0.66,0.68
2009,Hexpol,Provider,0.69,0.6,0.62
2010,Hexpol,Provider,0.59,0.75,0.59
2011,Hexpol,Provider,0.65,0.75,0.61
2012,Hexpol,Provider,0.7,0.77,0.58
2013,Hexpol,Provider,0.78,0.73,0.62
2014,Hexpol,Provider,0.58,0.77,0.67
2015,Hexpol,Provider,0.62,0.64,0.75
2016,Hexpol,Provider,0.6,0.75,0.65
2017,Hexpol,Provider,0.59,0.73,0.65
2018,Hexpol,Provider,0.7,0.71,0.59
2019,Hexpol,Provider,0.78,0.6,0.75
2020,Hexpol,Provider,0.74,0.58,0.77
2000,Hexpol,MSCI,0.82,0.71,0.89
2001,Hexpol,MSCI,0.77,0.7,0.75
2002,Hexpol,MSCI,0.8,0.71,0.84
2003,Hexpol,MSCI,0.8,0.78,0.88
2004,Hexpol,MSCI,0.88,0.75,0.84
2005,Hexpol,MSCI,0.78,0.72,0.81
2006,Hexpol,MSCI,0.72,0.71,0.89
2007,Hexpol,MSCI,0.84,0.83,0.72
2008,Hexpol,MSCI,0.7,0.79,0.8
2009,Hexpol,MSCI,0.84,0.86,0.85
2010,Hexpol,MSCI,0.75,0.88,0.73
2011,Hexpol,MSCI,0.81,0.83,0.73
2012,Hexpol,MSCI,0.69,0.72,0.8
2013,Hexpol,MSCI,0.78,0.69,0.69
2014,Hexpol,MSCI,0.7,0.82,0.76
2015,Hexpol,MSCI,0.75,0.71,0.74
2016,Hexpol,MSCI,0.78,0.78,0.83
2017,Hexpol,MSCI,0.8,0.74,0.78
2018,Hexpol,MSCI,0.8,0.69,0.82
2019,Hexpol,MSCI,0.71,0.85,0.73
2020,Hexpol,MSCI,0.71,0.86,0.85
2000,Hexpol,Sustainalytics,0.61,0.56,0.69
2001,Hexpol,Sustainalytics,0.69,0.71,0.67
2002,Hexpol,Sustainalytics,0.59,0.61,0.56
2003,Hexpol,Sustainalytics,0.63,0.72,0.58
2004,Hexpol,Sustainalytics,0.62,0.63,0.66
2005,Hexpol,Sustainalytics,0.74,0.64,0.58
2006,Hexpol,Sustainalytics,0.67,0.69,0.65
2007,Hexpol,Sustainalytics,0.74,0.61,0.73
2008,Hexpol,Sustainalytics,0.75,0.73,0.67
2009,Hexpol,Sustainalytics,0.59,0.63,0.63
2010,Hexpol,Sustainalytics,0.61,0.65,0.75
2011,Hexpol,Sustainalytics,0.75,0.59,0.6
2012,Hexpol,Sustainalytics,0.71,0.66,0.6
2013,Hexpol,Sustainalytics,0.58,0.72,0.64
2014,Hexpol,Sustainalytics,0.67,0.73,0.73
2015,Hexpol,Sustainalytics,0.55,0.65,0.67
2016,Hexpol,Sustainalytics,0.59,0.55,0.59
2017,Hexpol,Sustainalytics,0.66,0.69,0.68
2018,Hexpol,Sustainalytics,0.67,0.64,0.66
2019,Hexpol,Sustainalytics,0.73,0.69,0.75
2020,Hexpol,Sustainalytics,0.56,0.6,0.63
2000,Hexpol,Bloomberg,0.62,0.72,0.66
2001,Hexpol,Bloomberg,0.77,0.72,0.79
2002,Hexpol,Bloomberg,0.69,0.64,0.69
2003,Hexpol,Bloomberg,0.77,0.61,0.65
2004,Hexpol,Bloomberg,0.67,0.76,0.79
2005,Hexpol,Bloomberg,0.65,0.69,0.8
2006,Hexpol,Bloomberg,0.73,0.74,0.67
2007,Hexpol,Bloomberg,0.62,0.63,0.8
2008,Hexpol,Bloomberg,0.79,0.8,0.68
2009,Hexpol,Bloomberg,0.68,0.71,0.78
2010,Hexpol,Bloomberg,0.77,0.64,0.78
2011,Hexpol,Bloomberg,0.79,0.68,0.63
2012,Hexpol,Bloomberg,0.74,0.75,0.8
2013,Hexpol,Bloomberg,0.65,0.75,0.63
2014,Hexpol,Bloomberg,0.62,0.71,0.8
2015,Hexpol,Bloomberg,0.69,0.77,0.7
2016,Hexpol,Bloomberg,0.63,0.77,0.74
2017,Hexpol,Bloomberg,0.77,0.68,0.72
2018,Hexpol,Bloomberg,0.68,0.8,0.69
2019,Hexpol,Bloomberg,0.7,0.79,0.71
2020,Hexpol,Bloomberg,0.64,0.75,0.65
2000,Hexpol,ISS ESG,0.85,0.75,0.79
2001,Hexpol,ISS ESG,0.76,0.75,0.89
2002,Hexpol,ISS ESG,0.69,0.75,0.84
2003,Hexpol,ISS ESG,0.82,0.72,0.69
2004,Hexpol,ISS ESG,0.79,0.7,0.72
2005,Hexpol,ISS ESG,0.71,0.75,0.77
2006,Hexpol,ISS ESG,0.73,0.72,0.81
2007,Hexpol,ISS ESG,0.78,0.78,0.79
